title,year,location,project_id,publication_date
Fuyang Urban Planning Exhibition Hall / Architecture & Engineers of Southeast University,2017,"Fuyang, China",942583,2020-07-01T21:00:00.000Z
Heyshop 2.0 in Yuyuan Road / Daylab studio,2020,"Shanghai, China",942561,2020-07-01T20:00:00.000Z
Sugar House / Architects49 House Design Limited,2017,"Bang Khae, Thailand",942633,2020-07-01T19:00:00.000Z
Riverbend Residence / CLB Architects,2018,"Jackson, United States",942672,2020-07-01T17:00:00.000Z
Recovery of the Cal Xerta Mill  / taller 9s arquitectes,2019,"Barcelona, Spain",942557,2020-07-01T16:00:00.000Z
ARTAVE/CCM Music School / Aurora Arquitectos,2020,"Santo Tirso, Portugal",942656,2020-07-01T14:00:00.000Z
Three Gable House Steinstrasse 20 / Tchoban Voss Architekten,2020,"Anklam, Germany",942560,2020-07-01T11:00:00.000Z
Z33 House for Contemporary Art / francesca torzo architetto,2019,"Hasselt, Belgium",942732,2020-07-01T10:00:00.000Z
LANDHAUS / Thomas Kröger Architekt,2014,"Berlin, Germany",612605,2020-07-01T06:00:00.000Z
AVA Altenrhein Water Plant / Lukas Imhof Architektur,2019,"Altenrhein, Switzerland",942601,2020-07-01T03:00:00.000Z
Ternion Villas / Studio Toggle,2020,"Al-Bidea, Kuwait",942727,2020-07-01T01:00:00.000Z
"Rhike Park, Music Theatre and Exhibition Hall / Studio Fuksas",,"Tbilisi, Georgia",942607,2020-07-01T00:00:00.000Z
Black Bastion House / Spasm Design,2020,"Coimbatore, India",942595,2020-06-30T23:00:00.000Z
İyziPark Office Complex / Ahmet Alatas Workshop,2018,"İstanbul, Turkey",942634,2020-06-30T21:00:00.000Z
Metlifecare Gulf Rise Retirement Homes  / Warren and Mahoney,2019,"Auckland, New Zealand",942241,2020-06-30T20:00:00.000Z
ST House / RUANGRONA,2020,"Kecamatan Cidadap, Indonesia",942648,2020-06-30T19:00:00.000Z
S*Park / Tres Birds,2018,"Denver, United States",942654,2020-06-30T17:00:00.000Z
Zagreb Office  / Oficina Bravo,2018,"Ñuñoa, Chile",942510,2020-06-30T16:00:00.000Z
Ceramic House / Ezequiel Spinelli + Facundo S. López,2018,"Villa Elisa, Argentina",942072,2020-06-30T14:00:00.000Z
Extension of the Cemetery of La Mojonera  / Palenzvela Taller de Arquitectura,2019,"La Mojonera, Spain",942344,2020-06-30T12:00:00.000Z
The Great Hall and Library for the Honourable Society of Lincoln’s Inn / MICA,2019,United Kingdom,941327,2020-06-30T10:00:00.000Z
ReYard House / Team Bosphorus from Turkey,2019,"Ben Guerir, Morocco",942491,2020-06-30T03:00:00.000Z
BS House / alarciaferrer arquitectos,2018,"Córdoba, Argentina",942364,2020-06-30T02:00:00.000Z
Spencer Courtyard / kennedytwaddle,2020,"London, United Kingdom",942523,2020-06-30T01:00:00.000Z
Namra Coffee  / D1 Architectural Studio,2020,Vietnam,942455,2020-06-30T00:00:00.000Z
Huaxin Tiandi Office Campus / Ferrier Marchetti Studio,2020,"Shanghai, China",942419,2020-06-29T23:00:00.000Z
Ephemeral House / NAAD,2014,"Kyoto, Japan",600899,2020-06-29T22:00:00.000Z
Paul Heraud High School in Gap / Romain Jamot Architecture,2019,"Gap, France",942220,2020-06-29T21:00:00.000Z
“Schwitzhütte” Sweat Lodge / Paul Johann Magnus - Arkitektur & Håndverk,2019,"Bergen, Norway",941511,2020-06-29T20:00:00.000Z
Providence Pedestrian Bridge / INFORM Studio + Buro Happold,2020,"Providence, United States",942534,2020-06-29T19:00:00.000Z
Pulse Office Building / Jacobsen Arquitetura,2019,"Jardim Botânico, Brazil",942489,2020-06-29T17:00:00.000Z
Torto House / Taguá Arquitetura,2018,Brazil,942480,2020-06-29T16:00:00.000Z
Recycling Three Heritage Houses / Moraga-Höpfner Arquitectos,2018,"Puerto Varas, Chile",942354,2020-06-29T14:00:00.000Z
4 Apartments in Porto / Atelier 106,2016,"Porto, Portugal",942292,2020-06-29T12:00:00.000Z
St. Raphael Daycare and Family Center    / GERHARD FEUERSTEIN Architekt BDA + Architekturbüro Raum und Bau,2020,"Wangen im Allgäu, Germany",942513,2020-06-29T10:00:00.000Z
Villa Chams / Carl Gerges Architects,2020,"Baalbek, Lebanon",942494,2020-06-29T07:00:00.000Z
San Simón Cabins / Weber Arquitectos,2019,"Bravo valley, Mexico",942381,2020-06-29T06:00:00.000Z
Xige Estate / Udopartners + Saussure Architects,2019,"Wuzhong, China",942103,2020-06-29T03:00:00.000Z
Town House Renovation in Hanoi / i.House Architecture and Construction,2019,"Hanoi, Vietnam",942539,2020-06-29T02:00:00.000Z
Alley in the House / FHHH FRIENDS,2019,"Seodaemun-gu, South Korea",942498,2020-06-29T01:00:00.000Z
Carmen Würth Forum / David Chipperfield Architects,2020,"Künzelsau, Germany",942502,2020-06-28T23:00:00.000Z
Filtered Light House / CRS SDN BHD,2019,"Johor Bahru, Malaysia",942443,2020-06-28T23:00:00.000Z
Secret Garden House / Scapearchitecture,2019,"Paros, Greece",941322,2020-06-28T21:00:00.000Z
Moon House / SAV Architecture + Design,2020,"Siolim, India",942497,2020-06-28T20:00:00.000Z
Sagesse Sports Complex / Plan R Studio,2016,"Ain Saadeh, Lebanon",942473,2020-06-28T19:00:00.000Z
AD House / Estudio M3,2017,"City Bell, Argentina",942073,2020-06-28T19:00:00.000Z
Remisenpavillon / Wirth Architekten,2015,"Affinghausen, Germany",779810,2020-06-28T17:00:00.000Z
I93 Building / Wolff - Yapur,2019,"Mexico City, Mexico",942353,2020-06-28T15:00:00.000Z
PP Apartment / Nildo José,2017,"Vila Nova Conceição, Brazil",942239,2020-06-28T13:00:00.000Z
Park Hoog Oostduin Apartments / Cepezed,2019,"The Hague, The Netherlands",942469,2020-06-28T11:00:00.000Z
"Alphonse Apartment Renovation  / Match, bureau d'architecture",2019,"Paris, France",942411,2020-06-28T09:00:00.000Z
Our House / Peak Studio,2019,"Kobe, Japan",942195,2020-06-28T05:00:00.000Z
Peninsula Residence / Richard Beard Architects,2019,"San Francisco, United States",942197,2020-06-28T02:00:00.000Z
Muscat’s Marsa Plaza / ACME,2019,"Mascate, Oman",942196,2020-06-27T23:00:00.000Z
OZ House / Andrade Morettin Arquitetos Associados,2013,"São Roque, Brazil",538134,2020-06-27T21:00:00.000Z
Rumah Primera / KAD Firma Arsitektur,2018,Indonesia,942466,2020-06-27T21:00:00.000Z
Green House / Right Angle Studio,2020,Singapore,942246,2020-06-27T20:00:00.000Z
AIKYA House / TechnoArchitecture,2019,"Bengaluru, India",942016,2020-06-27T19:00:00.000Z
The Tennessee State Museum / EOA Architects + HGA,2018,"Nashville, United States",941837,2020-06-27T17:00:00.000Z
Town House in Antwerp / Sculp[IT],2015,"Antwerp, Belgium",644410,2020-06-27T15:00:00.000Z
Washkewicz College of Engineering / HED + CBLH Design,2017,"Cleveland, United States",941107,2020-06-27T12:00:00.000Z
"SOMA Residence, Artist Gallery & Studio / Dumican Mosey Architects",2017,"San Francisco, United States",942198,2020-06-27T11:00:00.000Z
STA | zwei+plus Intergenerational Housing / trans_city TC,2018,"Wien, Austria",940835,2020-06-27T05:00:00.000Z
Tourist Center of Confucius’s Home Village / DUS Studio,2019,"Qufu, China",941780,2020-06-27T02:00:00.000Z
The House Within the Grid / LIJO RENY architects,2019,"Andathode, India",942370,2020-06-26T23:00:00.000Z
Writers' Cottage 2 / JVA,2014,"Oslo, Norway",772043,2020-06-26T21:00:00.000Z
Victoria on the River / Edwards White Architects,2018,"Hamilton, New Zealand",942417,2020-06-26T20:00:00.000Z
Koohsar Villa / AsNow Design & Construct,2018,"Koohsar, Iran",942269,2020-06-26T19:00:00.000Z
CG House / Pedro Henrique Arquiteto,2010,"Arrifana, Portugal",942037,2020-06-26T17:00:00.000Z
"Villa Teruca, 2 Houses in Aravaca  / EME157 estudio de arquitectura",2019,"Madrid, Spain",942015,2020-06-26T16:00:00.000Z
Gernika Elkartegia Offices / G&C Arquitectos,2019,"Gernika-Lumo, Spain",942171,2020-06-26T14:00:00.000Z
MJ Duplex House / Jerbarquitecto,2018,"Villa Elisa, Argentina",942362,2020-06-26T12:00:00.000Z
Apartment XVI / Studio Razavi architecture,2018,France,941938,2020-06-26T10:00:00.000Z
Ricco Burger Restaurant / BLOCO Arquitetos,2017,"Brasilia, Brazil",942463,2020-06-26T06:00:00.000Z
La Petite Maison / arba,2018,"Longueil, France",942465,2020-06-26T03:00:00.000Z
A DUE Headquarters / Iotti + Pavarani Architetti,2018,"Collecchio, Italy",942428,2020-06-26T02:00:00.000Z
Shell House / Tono Mirai Architects,2018,Japan,942445,2020-06-26T01:00:00.000Z
Fine Yougashi Shop / Atelier A,2020,"Shanghai, China",939884,2020-06-26T00:00:00.000Z
Black Rhino Academy / NLÉ,2018,"Karatu, Tanzania",942217,2020-06-25T23:00:00.000Z
House in a Beach Garden  / Architecture BRIO,2019,"Alibag, India",942272,2020-06-25T21:00:00.000Z
Lucent Apartment Building / Plazibat Architects,2018,"Newstead, Australia",941865,2020-06-25T19:00:00.000Z
Panorama House / Jim Caumeron Design,2019,"Tagaytay, Philippines",942201,2020-06-25T19:00:00.000Z
CL-76 House / El Aleph Arquitectura + Fritz + Fritz Arquitectos,2015,"Benavidez, Argentina",942032,2020-06-25T17:00:00.000Z
Т4 Apartment / Paliychuk Olga Design,2019,"Kyiv, Ukraine",942297,2020-06-25T16:00:00.000Z
Jesolo Lido Beach Villa / JM Architecture,2019,"Lido de Jesolo, Italy",941304,2020-06-25T14:00:00.000Z
Institut de France Auditorium / Atelier Marc Barani,2018,"Paris, France",942202,2020-06-25T12:00:00.000Z
Building at Bartolomeu Dias / Aurora Arquitectos,2019,"Lisbon, Portugal",942408,2020-06-25T10:00:00.000Z
Sena House / Archimontage Design Fields Sophisticated,2020,"Bangkok, Thailand",942358,2020-06-25T07:00:00.000Z
Terra Cotta Studio / Tropical Space,2016,"Điện Phương, Vietnam",791430,2020-06-25T06:00:00.000Z
Kindergarten Zihlschlacht / Lukas Imhof Architektur,2018,"Zihlschlacht-Sitterdorf, Switzerland",942214,2020-06-25T03:00:00.000Z
Rampa House / Estudio PK,2019,"Belén de Escobar, Argentina",942366,2020-06-25T02:00:00.000Z
House in Red Concrete / Sanden+Hodnekvam Architects,2020,"Lillehammer, Norway",942396,2020-06-25T01:00:00.000Z
Liyang Yangwan Visitor Center / Origin Architect,2019,"Liyang, China",942222,2020-06-25T00:00:00.000Z
House of Many Arches / 24d-studio (Fumio Hirakawa + Marina Topounova),2020,"Kobe, Japan",942190,2020-06-24T23:00:00.000Z
Plus Two Coffee / Alana Cooke,2019,"Waterloo, Australia",942231,2020-06-24T21:00:00.000Z
V-Compound / AplusCon Architects,2017,"Maha Sawat, Thailand",942061,2020-06-24T20:00:00.000Z
H-House / Co.lab Design Studio,2019,"Surat, India",942200,2020-06-24T19:00:00.000Z
Natoma Street House / MAK Studio,2017,"San Francisco, United States",942236,2020-06-24T17:00:00.000Z
Guest House Pavilion 1401 / Nordest Arquitectura,2016,Spain,942090,2020-06-24T16:00:00.000Z
Apartment in Alvalade  / Atelier 106,2019,"Lisbon, Portugal",942285,2020-06-24T14:00:00.000Z
Serpentine Summer House Installation / NLÉ,2016,"London, United Kingdom",942229,2020-06-24T12:00:00.000Z
School  Complex Gloggnitz / Dietmar Feichtinger Architectes,2019,"Gloggnitz, Austria",942215,2020-06-24T10:00:00.000Z
Agg Hab Prototypal Eco-Dwelling / i/thee + Roundhouse Platform,2020,"Clarendon, United States",942237,2020-06-24T06:00:00.000Z
Ekkharthof Community Building / Lukas Imhof Architektur,2018,"Lengwil, Switzerland",942230,2020-06-24T03:00:00.000Z
DFAB House  / NCCR Digital Fabrication ,2019,"Dübendorf, Switzerland",942221,2020-06-24T02:00:00.000Z
Inside Uniform House / NNA+,2019,Vietnam,942223,2020-06-24T01:00:00.000Z
Sou House / atelier thu,2020,"Ikoma, Japan",942206,2020-06-24T00:00:00.000Z
Jiyu Square Reconstruction / UAD - ACRC,2020,"Shaoxing, China",941951,2020-06-23T23:00:00.000Z
UNIQLO TOKYO Store / Herzog & de Meuron,2020,"Tokyo, Japan",942028,2020-06-23T21:00:00.000Z
Goodtown House / Alexandra Buchanan Architecture,2019,"Rochedale South, Australia",941059,2020-06-23T21:00:00.000Z
The Gaps Apartment / Block Architects,2019,"Ho Chi Minh City, Vietnam",942025,2020-06-23T20:00:00.000Z
Buna Sartoría Restaurant and Coffee Shop / Taller ADG,2017,"Mexico City, Mexico",941987,2020-06-23T17:00:00.000Z
House in Tamandare / Karina Guidolin Arquitetura,2019,Brazil,941997,2020-06-23T16:00:00.000Z
Aidsfonds SoaAids Netherlands Offices / Hollandse Nieuwe,2020,"Amsterdam, The Netherlands",941856,2020-06-23T14:00:00.000Z
House B / smartvoll,2019,"Klosterneuburg, Austria",941194,2020-06-23T12:00:00.000Z
Wroughton Academy / DK-CM,2019,"Gorleston-on-Sea, United Kingdom",942006,2020-06-23T10:00:00.000Z
Fazenda Boa Vista – Equestrian Center Clubhouse / Isay Weinfeld,2012,"Porto Feliz, Brazil",788848,2020-06-23T07:00:00.000Z
Double Roof House / Khuon Studio,,Vietnam,942178,2020-06-23T06:00:00.000Z
Guayacan House / Salagnac Arquitectos,2019,"Nosara, Costa Rica",941397,2020-06-23T03:00:00.000Z
Revitalization of Prague's Riverfront  / petrjanda/brainwork,2019,"Prague, Czech Republic",942192,2020-06-23T02:00:00.000Z
Qualia Restaurant / Serie Architects,2020,"Mumbai, India",942204,2020-06-23T01:00:00.000Z
Holiland Concept Store / DAS Lab,2020,"Shanghai, China",941966,2020-06-23T00:00:00.000Z
Langbos Children’s Centre / Jason Erlank Architects,2018,South Africa,942147,2020-06-22T23:00:00.000Z
MINIMOD Catuçaba  / MAPA,2015,"Catuçaba, Brazil",802159,2020-06-22T22:00:00.000Z
House Kirishima / n.yamada architect & associates,2014,"Miyazaki, Japan",940915,2020-06-22T21:00:00.000Z
MLC Nicholas Learning Centre / McIldowie Partners,2019,"Kew, Australia",941057,2020-06-22T20:00:00.000Z
Mount Pavilia Residence / Orient Occident Atelier,2019,Hong Kong (SAR),941934,2020-06-22T19:00:00.000Z
Copper Spirit Distillery / RSAAW,2019,"Bowen Island, Canada",941561,2020-06-22T17:00:00.000Z
Rivera House / Taller de Arquitectura Miguel Montor,2020,"Juriquilla, Mexico",942021,2020-06-22T16:00:00.000Z
6House / Zooco Estudio,2018,"Madrid, Spain",941152,2020-06-22T14:00:00.000Z
Holiday House at the Pond / Foeldvary Staehelin,2019,France,941901,2020-06-22T12:00:00.000Z
The Mediterranean Center for Human Sciences Research Center / Panorama Architecture,2019,"Aix-en-Provence, France",941887,2020-06-22T10:00:00.000Z
Tungestølen Hiking Cabin / Snøhetta,2019,Norway,942033,2020-06-22T06:00:00.000Z
Casa R / Orma Architettura,2019,"Sotta, France",941998,2020-06-22T03:00:00.000Z
Povo House / Contaminar Arquitetos,2019,"Arrabal, Portugal",942000,2020-06-22T01:00:00.000Z
Ryogoku Yuya Edoyu Spa / Kubo Tsushima Architects,2019,"Sumida City, Japan",941830,2020-06-22T00:00:00.000Z
HIVE House / Openideas Architects,2019,"Surat, India",941969,2020-06-21T23:00:00.000Z
99 Juta / Local Studio,2018,"Johannesburg, South Africa",941918,2020-06-21T21:00:00.000Z
ARK Showroom for GAB / Ark-Shelter,2019,"Ternat, Belgium",941594,2020-06-21T19:00:00.000Z
Slide Block / Kichi Architectural Design,2016,"Tsukuba, Japan",882386,2020-06-21T17:00:00.000Z
Doctor Manzana's Second Store / Masquespacio,,"Valencia, Spain",882953,2020-06-21T15:00:00.000Z
Workstation Cabin / Hello Wood,2020,"Budapest, Hungary",941943,2020-06-21T13:00:00.000Z
Weird Sensation Feels Good Exhibition at ArkDes / ĒTER,2020,"Stockholm, Sweden",941382,2020-06-21T11:00:00.000Z
Himmelstropfen Pavilion / Christoph Hesse Architects,2020,"Medebach, Germany",941508,2020-06-21T09:00:00.000Z
"Jack, Joseph and Morton Mandel Innovation Center / Auerbach Halevy Architects",2020,"Yeruham, Israel",941967,2020-06-21T07:00:00.000Z
Art Barn House / Rowland+Broughton Architecture,2018,"Aspen, United States",938288,2020-06-21T05:00:00.000Z
TP3 Apartment / Atelierzero + Tommaso Giunchi,2019,"Milan, Italy",941950,2020-06-21T02:00:00.000Z
Renovation of the 809 Arsenal Relics – Hotel / 3andwich Design / He Wei Studio,2020,"Yichang, China",941610,2020-06-20T23:00:00.000Z
Capitec Bank Headquarters / dhk Architects,2020,"Stellenbosch, South Africa",941364,2020-06-20T21:00:00.000Z
Jay and Susie Gogue Performing Arts Center / Wilson Butler Architects,2019,"Auburn, United States",940691,2020-06-20T18:00:00.000Z
Emerald Apartment / SMA Studio,2019,"Hanoi, Vietnam",941805,2020-06-20T19:00:00.000Z
NANAN Patisserie / BUCK.STUDIO,2016,"Wrocław, Poland",883139,2020-06-20T17:00:00.000Z
Fonte House / Lousinha Arquitectos,2016,"Gafanha da Encarnação, Portugal",884483,2020-06-20T15:00:00.000Z
Carmel Taiba Hotel / Hanazaki Paisagismo,2020,"Praia da Taíba, Brazil",941883,2020-06-20T13:00:00.000Z
Arizona Center / Gensler,2019,"Phoenix, United States",938448,2020-06-20T11:00:00.000Z
Fintech HQ / noak studio,2019,"Alphaville, Brazil",941504,2020-06-20T08:01:00.000Z
The Revolution Hotel / PCA / Prellwitz Chilinski Associates,2018,"Boston, United States",939069,2020-06-20T05:00:00.000Z
Twosome House / Atelier RZLBD ,2019,"Toronto, Canada",940831,2020-06-20T02:00:00.000Z
Pereiras Polydrop House / Produção de Arquitectura ,2020,"Quarteira, Portugal",941824,2020-06-19T23:00:00.000Z
Voltaire / SABO project,2017,"Paris, France",883329,2020-06-19T22:00:00.000Z
Welfare House in Omuta / Peak Studio + Hidetoshi Fujiki Architectural Planning Atelier,2017,"Omuta, Japan",941990,2020-06-19T21:00:00.000Z
Sidecar Doughnuts & Coffee / Fleetwood Fernandez Architects,2019,"Del Mar, United States",941925,2020-06-19T20:00:00.000Z
Sharing Space Building Near Taipei / Arcadian Design,2020,"Taiwan, Taiwan",941881,2020-06-19T19:00:00.000Z
Sonoma House / Roca Arquitectos,2019,"Cabo San Lucas, Mexico",941593,2020-06-19T16:00:00.000Z
House in Costa do Castelo / Ricardo Bak Gordon,2019,"Lisboa, Portugal",941937,2020-06-19T16:00:00.000Z
Fibras Orientadas Office / Juan Alberto Andrade + María José Vascones,2020,"Guayaquil, Ecuador",941988,2020-06-19T14:00:00.000Z
Access Pavilion at the Lycée Français in Barcelona  / COMA Arquitectura,2018,"Barcelona, Spain",941872,2020-06-19T12:00:00.000Z
Apartment XVII / Studio Razavi architecture,2019,France,941939,2020-06-19T10:00:00.000Z
SR-1 House / SPNG Architects,2017,"phường 14, Vietnam",941949,2020-06-19T07:00:00.000Z
Casa en la Huerta / WOHA by Antonio Maciá,2019,"Alicante, Spain",941996,2020-06-19T06:00:00.000Z
Cubo House / D' Argenio Saravi Arquitectos,2018,"Ensenada, Argentina",941984,2020-06-19T03:00:00.000Z
Canal Street Office Transformation in Fremont / Heliotrope Architects,2017,"Seattle, United States",941935,2020-06-19T02:00:00.000Z
Hale Lana House / Olson Kundig,2018,0,941941,2020-06-19T01:00:00.000Z
Aiyue Postpartum Care Center  / BDD DESIGN,2019,"Chengdu, China",941843,2020-06-19T00:00:00.000Z
The Corner Restaurant / MDDM STUDIO,2020,"Beijing, China",941797,2020-06-18T23:00:00.000Z
The Flow of Time House / MW archstudio,2018,"Thị xã Hương Thủy, Vietnam",941817,2020-06-18T21:00:00.000Z
Dan Dan Dan House / 2id Architects,2020,"Hamamatsu, Japan",941803,2020-06-18T20:00:00.000Z
BM Kabana House / 4M Group,2020,"Prishtina, Kosovo",941855,2020-06-18T19:00:00.000Z
Studio Diagonal Reception and Studio / Madeiguincho,2020,Portugal,941916,2020-06-18T17:00:00.000Z
Somos Hotel / A5 Arquitectura,2019,Colombia,941867,2020-06-18T16:00:00.000Z
Startup Hub in 22@ / Elastiko,2019,"Barcelona, Spain",941788,2020-06-18T14:00:00.000Z
EDG House / OTP arquitetura,2020,"Bragança Paulista, Brazil",941835,2020-06-18T12:00:00.000Z
Upfield Office The Attic / JDWA,2019,"Rotterdam, The Netherlands",941493,2020-06-18T10:00:00.000Z
Renovation of a Brutalist House in Brazil / Arquitécnika,2019,"Brasília, Brazil",941860,2020-06-18T07:00:00.000Z
Wooden Sphere Steinberg am See / HESS TIMBER,2019,"Steinberg am See, Germany",941311,2020-06-18T06:00:00.000Z
"House for Hamacho / BORD / Gaku Inoue, Kumiko Natsumeda, Ken Akatsuka",2019,"Ashiya, Japan",941821,2020-06-18T03:00:00.000Z
Residential and Studio Building at the Former Berlin Flower Market (IBeB) / ifau + Heide & von Beckerath,2018,"Berlin, Germany",941785,2020-06-18T02:00:00.000Z
"Yas Ger, Movable Mongolian Yurt / Ger Atelier",2020,"Hohhot, China",941851,2020-06-18T01:00:00.000Z
Water Conservancy Center / DnA,2019,"Lishui, China",941799,2020-06-18T00:00:00.000Z
House in Nishi-eifuku / KIRI Architects,2017,Japan,941779,2020-06-17T23:00:00.000Z
Observatory / Machado Costa,2016,"Aveiro, Portugal",885801,2020-06-17T22:00:00.000Z
Shiziling Ideal Village / ARCPLUS · Free Studio,2019,"Linyi, China",941456,2020-06-17T21:00:00.000Z
Brick House / Douglas & Company,2017,"Johannesburg, South Africa",941575,2020-06-17T20:00:00.000Z
Dairy House / Dan Gayfer Design,2019,"Footscray, Australia",941789,2020-06-17T19:00:00.000Z
Amani Building / Archetonic,2019,"Puebla de Zaragoza, Mexico",941698,2020-06-17T16:00:00.000Z
Mallarauco House / OF Arquitectos,2018,"Mallarauco, Chile",941688,2020-06-17T14:00:00.000Z
Haringey Glazed Extension / Satish Jassal Architects,2020,"Haringey, United Kingdom",941689,2020-06-17T12:00:00.000Z
SO Fier School  / EVA architecten,2020,"Utrecht, The Netherlands",941588,2020-06-17T10:00:00.000Z
Orientkaj and Nordhavn Metro Stations / Cobe + Arup,2020,"København, Denmark",941807,2020-06-17T07:00:00.000Z
Micro-Oasis Tambo Pintados Visitor Center / CONOR,2017,"Antofagasta, Chile",941666,2020-06-17T06:00:00.000Z
La Loma House / Alejandro D' Acosta,2018,"San Felipe del Agua, Mexico",941590,2020-06-17T03:00:00.000Z
Silo Erlenmatt Renovation / Harry Gugger Studio,2020,"Basel, Switzerland",941786,2020-06-17T02:00:00.000Z
Santiago Hills Villa / Studio Saxe,2020,"Santa Teresa Beach, Costa Rica",941826,2020-06-17T01:00:00.000Z
Restaurant Ya / C+ Architects,2019,"Beijing, China",941615,2020-06-17T00:00:00.000Z
Krushi Bhawan / Studio Lotus,2018,"Bhubaneswar, India",941738,2020-06-16T23:00:00.000Z
Daita Project / Ryuichi Sasaki + Sasaki Architecture,2019,"Setagaya-ku, Japan",941781,2020-06-16T21:00:00.000Z
ROOM 403 / KIRI Architects,2019,Japan,941752,2020-06-16T20:00:00.000Z
Villa F / Mohamed Amine Siana,2018,"Casablanca, Morocco",941503,2020-06-16T19:00:00.000Z
Manhattan Beach Public Library / HED + Johnson Favaro,2014,"Los Angeles, United States",941105,2020-06-16T16:00:00.000Z
Eleva Offices Renovation / ALMA de Arquitectos,2020,"Guadalajara, Mexico",941669,2020-06-16T16:00:00.000Z
ED Apartment / Daher Jardim Arquitetura,2019,Brazil,941577,2020-06-16T14:00:00.000Z
Villa K / Peter Todorov | Skyline Architekten,2018,"Gallneukirchen, Austria",940720,2020-06-16T11:00:00.000Z
Ashtree Road / Graeme Nicholls Architects,2019,"Glasgow, United Kingdom",941576,2020-06-16T10:00:00.000Z
Extension of an Old Family House / Architekti B.K.P.Š,2018,"Čachtice, Slovakia",941771,2020-06-16T06:00:00.000Z
Elementary School Vřesovice / Public Atelier + Fuuze,2019,"Vřesovice, Czech Republic",941509,2020-06-16T02:00:00.000Z
House Y in Ishibashi / Hisashi IKEDA Architects,2019,"Osaka, Japan",941726,2020-06-16T01:00:00.000Z
25° Apartment / KIRI Architects,2018,Japan,941749,2020-06-16T00:00:00.000Z
Daikin Ales Aoya Expansion / Takenaka Corporation,2019,"Tottori, Japan",941579,2020-06-15T23:00:00.000Z
House H  / HAO Design,2016,"Taiwan, China",868049,2020-06-15T22:00:00.000Z
Lotus House / MW archstudio,2019,"Hue City, Vietnam",941491,2020-06-15T21:00:00.000Z
Danilo Paint Showroom / Jingu Phoenix Space Planning Organization,2020,"Shantou, China",941505,2020-06-15T20:00:00.000Z
Bruco House / Takeshi Ishiodori Architecture,2020,"Miyazaki, Japan",941574,2020-06-15T19:00:00.000Z
Valentine House / Eric Meglasson Architect & Lightfoot A+D,2019,"Bend, United States",940365,2020-06-15T17:00:00.000Z
Extension in Isla Maipo / Pedro Ruiz + Benjamín Smart,2019,"Isla de Maipo, Chile",941399,2020-06-15T16:00:00.000Z
House Dos Oleiros / Paulo Martins,2020,"Castelo Branco, Portugal",941484,2020-06-15T14:00:00.000Z
Tourcoing Police Hotel / Ameller Dubois,2019,"Tourcoing, France",940621,2020-06-15T11:00:00.000Z
Hulme Living Leaf Street Housing / Mecanoo,2018,"Hulme, United Kingdom",941636,2020-06-15T10:00:00.000Z
Three Chimney House / TW Ryan Architecture,2020,"Charlottesville, United States",941634,2020-06-15T06:00:00.000Z
Castaños House / Ekaterina Kunzel + María Belén García Bottazzini,2019,"Benavidez, Argentina",941572,2020-06-15T03:00:00.000Z
Casa de las Estrellas Waldorf School / Salagnac Arquitectos,2019,"Garza, Costa Rica",941565,2020-06-15T02:00:00.000Z
Residence 1065 / Charged Voids,2019,"Chandigarh, India",941348,2020-06-15T01:00:00.000Z
XiXian New Area Chongwen Jing River Eco-Restaurant and Hotel / Plasma Studio + PMA,2019,"Xi’an, China",941357,2020-06-15T00:00:00.000Z
House for Architectural Heritage / Noura Al Sayeh + Leopold Banchini Architects,2017,"Al Muharraq, Bahrain",908265,2020-06-14T22:00:00.000Z
Organic House / Javier Senosiain,1984,"Naucalpan de Juárez, Mexico",909133,2020-06-14T21:00:00.000Z
Gongshu Intelligence Valley’s Eye / E+LAB,2019,"Hangzhou, China",941208,2020-06-14T19:00:00.000Z
AL - HOUSE / Kamitata,2018,"Bandung, Indonesia",941380,2020-06-14T19:00:00.000Z
Artha House / Living Edge Architects and Designers (LEAD),2016,"Chittoor, India",941391,2020-06-14T17:00:00.000Z
Melbourne Quakers Center / Nervegna Reed Architecture + ph Architects,2020,"West Melbourne, Australia",941390,2020-06-14T15:00:00.000Z
Fitted House / Bahtera Associates,2018,"Bandung, Indonesia",941306,2020-06-14T13:00:00.000Z
OBF Residence / NAME architecture,2015,"Paris, France",941045,2020-06-14T09:00:00.000Z
EA House / Juan Trivelloni Arquitectura,2017,"Tigre, Argentina",941196,2020-06-14T05:00:00.000Z
Loft Green Office / Maxim Calujac,2019,"Mogoșoaia, Romania",939171,2020-06-14T02:00:00.000Z
Employment Support Center YORIDOKO / td-Atelier,2020,"Shingu, Japan",941072,2020-06-13T22:00:00.000Z
The Elemental House / Modo Designs,2019,"Ahmedabad, India",941495,2020-06-13T23:00:00.000Z
Serendah Hill Retreat / A3 Projects,2020,"Serendah, Malaysia",941381,2020-06-13T21:00:00.000Z
J House / Esperta Architecture - Interior,2015,"Balikpapan, Indonesia",941018,2020-06-13T21:00:00.000Z
Scarlet House / Ghoricha Associate,2019,"Gandhinagar, India",941379,2020-06-13T20:00:00.000Z
Chinese Herbal Garden / DnA,2018,"Lishui, China",940965,2020-06-13T19:00:00.000Z
Parking House Ejler Bille / JAJA Architects,2016,"København, Denmark",906198,2020-06-13T17:00:00.000Z
Tlaxco Artisans Market  / Vrtical,2017,"Tlaxco, Mexico",908167,2020-06-13T15:00:00.000Z
